Speaker,Modality,Verb,SemanticClass,LengthOfRecipient,AnimacyOfRec,DefinOfRec,PronomOfRec,LengthOfTheme,AnimacyOfTheme,DefinOfTheme,PronomOfTheme,RealizationOfRecipient,AccessOfRec,AccessOfTheme
S1402,spoken,show,c,1,animate,definite,pronominal,3,inanimate,indefinite,nonpronominal,NP,given,accessible
S1486,spoken,read,c,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,PP,given,accessible
S1486,spoken,bring,t,1,animate,definite,pronominal,4,inanimate,indefinite,nonpronominal,NP,given,accessible
S1486,spoken,bring,t,1,animate,definite,pronominal,1,inanimate,indefinite,nonpronominal,NP,given,accessible
S1406,spoken,give,a,1,animate,definite,pronominal,1,inanimate,definite,pronominal,PP,given,given
S1423,spoken,teach,c,1,animate,definite,pronominal,1,inanimate,indefinite,nonpronominal,NP,given,accessible
S1417,spoken,give,a,1,animate,definite,pronominal,15,inanimate,indefinite,nonpronominal,NP,given,new
S1051,spoken,swap,t,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,new
S1378,spoken,cost,p,1,animate,definite,pronominal,1,inanimate,indefinite,pronominal,NP,given,accessible
S1359,spoken,tell,c,1,animate,definite,pronominal,3,inanimate,indefinite,nonpronominal,NP,given,new
S1488,spoken,tell,c,1,animate,definite,pronominal,3,inanimate,definite,pronominal,NP,given,given
S1488,spoken,charge,p,1,animate,definite,pronominal,1,inanimate,indefinite,nonpronominal,NP,given,new
S1488,spoken,show,c,1,animate,definite,pronominal,2,inanimate,definite,nonpronominal,NP,given,given
S1148,spoken,cost,p,2,animate,definite,nonpronominal,5,inanimate,definite,nonpronominal,NP,accessible,accessible
S1467,spoken,cause,a,1,animate,definite,pronominal,3,inanimate,indefinite,nonpronominal,NP,given,accessible
S1436,spoken,take,t,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,PP,given,accessible
S1467,spoken,give,t,1,animate,definite,pronominal,4,inanimate,indefinite,nonpronominal,NP,given,accessible
S1467,spoken,give,a,1,animate,definite,pronominal,1,inanimate,indefinite,nonpronominal,NP,given,accessible
S1372,spoken,pay,a,1,inanimate,definite,pronominal,1,inanimate,indefinite,nonpronominal,PP,given,accessible
S1476,spoken,pay,t,1,animate,definite,pronominal,3,inanimate,indefinite,nonpronominal,NP,given,given
S1476,spoken,pay,t,1,animate,definite,pronominal,4,inanimate,definite,nonpronominal,NP,given,accessible
S1381,spoken,give,a,2,animate,definite,nonpronominal,4,inanimate,definite,nonpronominal,NP,accessible,accessible
S1446,spoken,give,a,4,animate,indefinite,nonpronominal,1,inanimate,indefinite,nonpronominal,PP,accessible,accessible
S1436,spoken,give,a,1,animate,definite,pronominal,5,inanimate,indefinite,nonpronominal,NP,given,accessible
S1402,spoken,give,a,1,animate,definite,pronominal,7,inanimate,indefinite,nonpronominal,NP,given,accessible
S1148,spoken,give,a,1,animate,definite,pronominal,8,inanimate,definite,nonpronominal,NP,given,accessible
S1344,spoken,give,a,1,animate,definite,pronominal,3,inanimate,indefinite,nonpronominal,NP,given,accessible
S1344,spoken,give,a,1,animate,definite,pronominal,1,inanimate,indefinite,nonpronominal,NP,given,accessible
S1344,spoken,give,a,1,animate,definite,pronominal,1,inanimate,indefinite,nonpronominal,NP,given,accessible
S1486,spoken,show,c,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1486,spoken,show,c,1,animate,definite,pronominal,7,inanimate,indefinite,nonpronominal,NP,given,accessible
S1436,spoken,assign,a,2,animate,definite,nonpronominal,2,inanimate,definite,nonpronominal,NP,new,accessible
S1488,spoken,give,a,1,inanimate,definite,pronominal,14,inanimate,indefinite,nonpronominal,NP,given,new
S1461,spoken,tell,c,1,animate,definite,pronominal,6,inanimate,indefinite,nonpronominal,NP,given,accessible
S1486,spoken,offer,a,1,animate,indefinite,nonpronominal,2,inanimate,indefinite,nonpronominal,NP,accessible,accessible
S1477,spoken,give,a,1,animate,definite,nonpronominal,5,inanimate,indefinite,nonpronominal,NP,accessible,new
S1465,spoken,give,a,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1484,spoken,give,a,1,animate,definite,pronominal,12,inanimate,indefinite,nonpronominal,NP,given,new
S1378,spoken,give,t,1,animate,definite,pronominal,5,inanimate,indefinite,nonpronominal,NP,given,new
S1298,spoken,give,t,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1467,spoken,give,t,1,animate,definite,pronominal,6,inanimate,definite,nonpronominal,NP,given,accessible
S1263,spoken,give,a,1,inanimate,definite,pronominal,6,inanimate,indefinite,nonpronominal,NP,given,accessible
S1148,spoken,give,a,1,animate,indefinite,nonpronominal,4,inanimate,definite,nonpronominal,NP,accessible,accessible
S1487,spoken,show,c,2,animate,indefinite,nonpronominal,2,inanimate,definite,nonpronominal,PP,accessible,accessible
S1156,spoken,give,a,1,animate,definite,pronominal,7,inanimate,indefinite,nonpronominal,NP,given,accessible
S1156,spoken,give,a,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,new
S1156,spoken,cost,p,1,animate,definite,pronominal,4,inanimate,indefinite,nonpronominal,NP,given,new
S1487,spoken,cost,p,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,new
S1487,spoken,give,t,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1487,spoken,send,t,2,animate,definite,pronominal,2,inanimate,definite,nonpronominal,NP,given,accessible
S1486,spoken,give,a,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1477,spoken,give,t,1,animate,definite,pronominal,1,inanimate,definite,pronominal,PP,given,given
S1477,spoken,give,t,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,new
S1485,spoken,give,c,1,animate,definite,pronominal,3,inanimate,indefinite,nonpronominal,NP,given,given
S1486,spoken,send,t,1,animate,definite,pronominal,1,inanimate,definite,pronominal,PP,given,given
S1481,spoken,give,a,1,inanimate,definite,pronominal,4,inanimate,indefinite,nonpronominal,NP,given,new
S1490,spoken,tell,c,1,animate,definite,pronominal,4,inanimate,indefinite,nonpronominal,NP,given,new
S1462,spoken,teach,c,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,new
S1168,spoken,give,a,1,animate,definite,pronominal,8,inanimate,indefinite,nonpronominal,NP,given,accessible
S1438,spoken,pay,t,1,inanimate,definite,pronominal,1,inanimate,indefinite,nonpronominal,NP,given,accessible
S1438,spoken,give,t,1,animate,definite,pronominal,1,inanimate,definite,pronominal,PP,given,given
S1476,spoken,send,t,1,animate,definite,pronominal,2,inanimate,definite,nonpronominal,NP,given,accessible
S1341,spoken,give,a,1,inanimate,definite,pronominal,3,inanimate,definite,nonpronominal,NP,given,accessible
S1447,spoken,give,a,1,inanimate,definite,pronominal,3,inanimate,definite,nonpronominal,NP,given,accessible
S1494,spoken,give,a,1,animate,definite,pronominal,4,inanimate,indefinite,nonpronominal,NP,given,new
S1494,spoken,pay,a,3,animate,definite,nonpronominal,5,inanimate,indefinite,nonpronominal,PP,given,accessible
S1490,spoken,lend,a,5,inanimate,definite,nonpronominal,1,inanimate,indefinite,nonpronominal,PP,accessible,accessible
S1297,spoken,give,c,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,new
S1494,spoken,give,a,6,animate,definite,nonpronominal,11,inanimate,indefinite,nonpronominal,NP,accessible,accessible
S1311,spoken,tell,c,1,animate,definite,pronominal,8,inanimate,indefinite,pronominal,NP,given,accessible
S1041,spoken,give,t,1,animate,definite,pronominal,23,inanimate,indefinite,nonpronominal,NP,given,new
S1041,spoken,tell,c,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1490,spoken,give,c,1,animate,definite,pronominal,10,inanimate,indefinite,nonpronominal,NP,given,accessible
S1436,spoken,give,c,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1457,spoken,give,c,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1477,spoken,give,t,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,new
S1477,spoken,give,t,1,animate,definite,pronominal,3,inanimate,indefinite,nonpronominal,NP,given,new
S1486,spoken,give,t,1,animate,definite,pronominal,1,inanimate,definite,pronominal,PP,given,given
S1477,spoken,give,t,1,animate,definite,pronominal,5,inanimate,indefinite,nonpronominal,NP,given,new
S1477,spoken,give,t,1,animate,definite,pronominal,1,inanimate,definite,pronominal,PP,given,given
S1041,spoken,send,t,1,animate,definite,pronominal,1,inanimate,indefinite,nonpronominal,NP,given,new
S1041,spoken,sell,t,1,animate,definite,pronominal,6,inanimate,indefinite,nonpronominal,NP,given,new
S1041,spoken,send,t,1,animate,definite,pronominal,2,inanimate,definite,nonpronominal,NP,given,new
S1488,spoken,give,t,2,animate,definite,nonpronominal,2,inanimate,definite,nonpronominal,PP,accessible,accessible
S1462,spoken,give,t,4,animate,definite,pronominal,4,inanimate,indefinite,nonpronominal,NP,given,new
S1476,spoken,sell,t,3,animate,indefinite,nonpronominal,2,inanimate,indefinite,nonpronominal,PP,accessible,accessible
S1476,spoken,give,c,1,animate,definite,pronominal,3,inanimate,definite,nonpronominal,NP,given,new
S1450,spoken,charge,p,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1490,spoken,charge,p,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1490,spoken,give,t,1,animate,definite,pronominal,1,inanimate,definite,pronominal,PP,given,given
S1461,spoken,give,t,1,animate,definite,pronominal,5,inanimate,indefinite,nonpronominal,NP,given,given
S1461,spoken,give,a,1,animate,definite,pronominal,5,inanimate,indefinite,nonpronominal,NP,given,given
S1461,spoken,give,t,1,animate,definite,pronominal,3,inanimate,indefinite,nonpronominal,NP,given,given
S1461,spoken,give,t,1,animate,definite,pronominal,3,inanimate,indefinite,nonpronominal,NP,given,new
S1300,spoken,send,t,1,animate,definite,pronominal,1,inanimate,indefinite,nonpronominal,PP,accessible,new
S1488,spoken,serve,t,4,animate,indefinite,nonpronominal,1,inanimate,definite,pronominal,PP,new,given
S1490,spoken,give,a,1,animate,definite,nonpronominal,2,inanimate,indefinite,nonpronominal,NP,new,new
S1385,spoken,give,c,1,animate,definite,pronominal,4,inanimate,indefinite,nonpronominal,NP,given,new
S1385,spoken,give,a,1,animate,definite,pronominal,4,inanimate,definite,nonpronominal,NP,given,accessible
S1300,spoken,tell,c,1,animate,definite,pronominal,1,inanimate,definite,pronominal,NP,given,given
S1488,spoken,tell,c,1,animate,definite,pronominal,1,inanimate,indefinite,nonpronominal,NP,given,accessible
S1402,spoken,give,a,4,animate,definite,nonpronominal,2,inanimate,indefinite,nonpronominal,NP,accessible,accessible
S1438,spoken,give,t,1,animate,indefinite,nonpronominal,1,inanimate,indefinite,nonpronominal,NP,accessible,accessible
S1497,spoken,give,a,1,animate,definite,pronominal,2,inanimate,definite,nonpronominal,NP,given,accessible
S1497,spoken,give,a,1,inanimate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1497,spoken,pay,a,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,PP,given,accessible
S1475,spoken,teach,c,1,animate,definite,pronominal,1,inanimate,indefinite,nonpronominal,NP,given,accessible
S1372,spoken,give,a,1,inanimate,definite,pronominal,8,inanimate,indefinite,nonpronominal,PP,given,accessible
S1372,spoken,give,c,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1482,spoken,give,t,4,animate,definite,pronominal,3,inanimate,indefinite,nonpronominal,NP,given,accessible
S1493,spoken,do,a,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1493,spoken,take,t,2,inanimate,definite,nonpronominal,1,inanimate,definite,pronominal,PP,accessible,given
S1459,spoken,give,a,1,animate,definite,pronominal,3,inanimate,definite,nonpronominal,NP,given,accessible
S1489,spoken,do,a,1,inanimate,definite,pronominal,1,inanimate,indefinite,nonpronominal,NP,given,accessible
S1041,spoken,give,a,1,animate,definite,pronominal,8,inanimate,indefinite,nonpronominal,NP,given,accessible
S1498,spoken,give,c,1,animate,definite,pronominal,1,inanimate,definite,pronominal,PP,given,given
S1498,spoken,give,c,1,animate,definite,pronominal,2,inanimate,definite,nonpronominal,NP,given,accessible
S1497,spoken,give,a,1,animate,definite,pronominal,3,inanimate,definite,nonpronominal,NP,given,accessible
S1372,spoken,teach,c,2,animate,definite,nonpronominal,19,inanimate,indefinite,nonpronominal,NP,accessible,accessible
S1463,spoken,give,a,1,animate,definite,pronominal,8,inanimate,indefinite,nonpronominal,NP,given,accessible
S1463,spoken,give,a,1,animate,definite,pronominal,1,inanimate,indefinite,nonpronominal,NP,given,new
S1438,spoken,give,t,1,animate,definite,pronominal,4,inanimate,indefinite,nonpronominal,NP,given,new
S1402,spoken,cost,p,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,new
S1450,spoken,do,a,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1156,spoken,do,a,1,animate,definite,pronominal,4,inanimate,indefinite,nonpronominal,NP,given,accessible
S1156,spoken,show,c,1,animate,definite,pronominal,3,inanimate,definite,nonpronominal,NP,given,accessible
S1472,spoken,give,a,1,animate,definite,pronominal,3,inanimate,indefinite,nonpronominal,NP,given,accessible
S1472,spoken,give,a,1,animate,definite,pronominal,3,inanimate,indefinite,nonpronominal,NP,given,accessible
S1382,spoken,send,t,1,animate,definite,pronominal,5,inanimate,indefinite,nonpronominal,PP,accessible,new
S1382,spoken,send,c,1,animate,definite,pronominal,1,inanimate,definite,nonpronominal,NP,given,new
S1488,spoken,send,t,1,animate,definite,pronominal,13,inanimate,indefinite,nonpronominal,NP,given,new
S1504,spoken,write,t,1,animate,definite,pronominal,1,inanimate,indefinite,nonpronominal,PP,given,accessible
S1429,spoken,give,t,1,animate,definite,pronominal,3,inanimate,definite,nonpronominal,NP,given,accessible
S1429,spoken,give,a,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1493,spoken,send,t,1,animate,definite,pronominal,1,inanimate,definite,pronominal,PP,given,given
S1493,spoken,allow,a,1,animate,definite,pronominal,10,inanimate,indefinite,nonpronominal,NP,given,new
S1463,spoken,give,t,1,animate,definite,pronominal,12,inanimate,indefinite,nonpronominal,NP,given,new
S1390,spoken,give,a,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1402,spoken,tell,c,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,new
S1508,spoken,give,a,1,animate,definite,pronominal,2,inanimate,indefinite,nonpronominal,NP,given,accessible
S1307,spoken,give,c,1,animate,definite,pronominal,9,inanimate,indefinite,nonpronominal,NP,given,accessible
S1394,spoken,give,t,1,animate,definite,pronominal,1,inanimate,definite,pronominal,PP,given,given
S1394,spoken,give,t,1,animate,definite,pronominal,1,inanimate,definite,pronominal,PP,given,given
S1394,spoken,give,a,1,animate,definite,pronominal,1,inanimate,indefinite,pronominal,NP,given,accessible
S1498,spoken,teach,c,2,animate,definite,nonpronominal,1,inanimate,definite,pronominal,NP,accessible,given
S1487,spoken,sell,t,4,animate,definite,pronominal,2,inanimate,definite,pronominal,PP,accessible,given
S1487,spoken,offer,f,2,animate,indefinite,nonpronominal,1,inanimate,indefinite,nonpronominal,PP,accessible,new
S1487,spoken,give,t,1,animate,definite,pronominal,3,inanimate,definite,nonpronominal,NP,given,given
S1406,spoken,give,a,1,animate,definite,pronominal,5,inanimate,indefinite,nonpronominal,NP,given,accessible
S1489,spoken,lend,t,1,animate,definite,pronominal,5,inanimate,indefinite,nonpronominal,NP,given,new
S1476,spoken,give,a,1,animate,definite,pronominal,2,inanimate,definite,nonpronominal,NP,given,given
S1386,spoken,give,t,1,animate,definite,pronominal,1,inanimate,indefinite,nonpronominal,NP,given,accessible
S1504,spoken,tell,c,1,animate,definite,pronominal,9,inanimate,indefinite,nonpronominal,NP,given,accessible
S1493,spoken,tell,c,1,animate,definite,pronominal,2,inanimate,definite,nonpronominal,NP,given,accessible
S1501,spoken,give,a,1,animate,definite,pronominal,4,inanimate,indefinite,nonpronominal,NP,given,accessible
S1448,spoken,give,a,1,animate,definite,pronominal,21,inanimate,indefinite,nonpronominal,NP,given,accessible
S1481,spoken,cost,p,2,animate,definite,nonpronominal,3,inanimate,indefinite,nonpronominal,NP,accessible,accessible
S1497,spoken,teach,c,2,animate,definite,nonpronominal,2,inanimate,indefinite,nonpronominal,NP,accessible,accessible
S1005,spoken,give,a,1,animate,definite,pronominal,4,inanimate,indefinite,nonpronominal,NP,given,accessible
S1495,spoken,send,t,1,animate,definite,pronominal,1,inanimate,definite,pronominal,PP,given,given
S1359,spoken,give,t,3,animate,definite,nonpronominal,2,inanimate,definite,nonpronominal,PP,accessible,given
S1359,spoken,take,t,2,inanimate,definite,nonpronominal,1,inanimate,definite,pronominal,PP,new,given
S1359,spoken,take,t,2,inanimate,definite,nonpronominal,1,inanimate,definite,pronominal,PP,given,given
S1359,spoken,give,a,5,inanimate,indefinite,nonpronominal,2,inanimate,indefinite,nonpronominal,PP,accessible,accessible
S1497,spoken,give,t,2,animate,definite,nonpronominal,1,inanimate,definite,pronominal,PP,new,given
